EMPLOYEE_ID,FIRST_NAME,LAST_NAME,FULL_NAME,EMAIL,PHONE,DEPARTMENT,CITY
E0049,David,Lee,David Lee,david.lee49@company.com,9133224155,Marketing,Hyderabad
E0050,Rav,Joseph,Rav Joseph,ravi.joseph50@company.com,9118163235,Operations,Chennai
E0051,Sara,Kumar,Sara Kumar,sara.kumar51@company.com,9234457185,Marketing,Bengaluru
E0052,Rahul,Iyer,Rahul Iyer,rahul.iyer52@company.com,9755567035,IT,Pune
E0053,Rahul,Joseph,Rahul Joseph,rahul.joseph53@company.com,9628277014,Marketing,Mumbai
E0054,Sneha,Joseph,Sneha Joseph,sneha.joseph54@company.com,9980738906,Marketing,Bengaluru
E0055,Priya,Singh,Priya Singh,priya.singh55@company.com,9368756244,,Pune
E0056,Arun,Lee,Arun Lee,arun.lee56@company.com,9187462753,IT,Pune
E0057,Meena,Kumar,Meena Kumar,meena.kumar57@company.com,9532592818,Finance,Delhi
E0058,Priya,Gupta,Priya Gupta,priya.gupta58@company.com,9775521998,Finance,Delhi
E0059,David,Nair,David Nair,david.nair59@company.com,9506929904,HR,Mumbai
E0060,Sara,Patel,Sara Patel,sara.patel60@company.com,9564462543,HR,Chennai
E0061,Sneha,Nair,Sneha Nair,sneha.nair61@company.com,9256006434,IT,Chennai
E0062,Arun,Singh,Arun Singh,arun.singh62@company.com,9211770944,Marketing,Pune
E0063,Arun,Shah,Arun Shah,arun.shah63@company.com,9628378775,Finance,Mumbai
E0064,Ajay,Lee,Ajay Lee,ajay.lee64@company.com,9383906208,HR,Bengaluru
E0065,Vijay,Rao,Vijay Rao,vijay.rao65@company.com,9843366359,HR,Delhi
E0066,Sara,Das,Sara Das,sara.das66@company.com,9983765475,Finance,Delhi
E0067,Vijay,Singh,Vijay Singh,vijay.singh67@corp.com,9241059150,IT,Chennai
E0068,Aru,Lee,Aru Lee,arun.lee68@company.com,9403663135,Sales,Delhi
E0069,Vijay,Lee,Vijay Lee,vijay.lee69@company.com,9890812071,HR,Pune
E0070,David,Nair,David Nair,david.nair70@company.com,9981384100,HR,Pune
E0071,Meena,Rao,Meena Rao,meena.rao71@company.com,9401814758,Sales,Hyderabad
E0072,John,Smith,John Smith,john.smith72@company.com,9364024904,IT,Delhi
E0073,Kiran,Singh,Kiran Singh,kiran.singh73@corp.com,9660946809,Sales,Hyderabad
E0074,Ravi,Das,Ravi Das,ravi.das74@company.com,9728971717,IT,Mumbai
E0075,Ravi,Kumar,Ravi Kumar,ravi.kumar75@company.com,9743536480,Operations,Bengaluru
E0076,Rahul,Iyer,Rahul Iyer,rahul.iyer76@company.com,9371903063,Sales,Mumbai
E0077,Arun,Nair,Arun Nair,arun.nair77@company.com,9550714420,IT,Hyderabad
E0078,Meena,Gupta,Meena Gupta,meena.gupta78@company.com,9276632976,Sales,Chennai
E0079,Vijay,Verma,Vijay Verma,vijay.verma79@company.com,9484957977,Operations,Hyderabad
E0080,David,Shah,David Shah,david.shah80@company.com,9594380749,Marketing,Delhi
E0081,Ajay,Patel,Ajay Patel,ajay.patel81@company.com,9365726108,Sales,Pune
E0082,Ravi,Das,Ravi Das,ravi.das82@company.com,9745432092,IT,Pune
E0083,Ajay,Nair,Ajay Nair,ajay.nair83@company.com,9491159840,Operations,Delhi
E0084,Meena,Verma,Meena Verma,meena.verma84@company.com,9480283028,Finance,Hyderabad
E0085,Arun,Verma,Arun Verma,arun.verma85@company.com,9718368285,Marketing,Pune
E0086,Sara,Singh,Sara Singh,sara.singh86@company.com,9492584396,HR,Chennai
E0087,Deepa,Das,Deepa Das,deepa.das87@company.com,9530847801,HR,Mumbai
E0088,Priya,Lee,Priya Lee,priya.lee88@company.com,9347640698,Operations,Delhi
E0089,Meena,Smith,Meena Smith,meena.smith89@company.com,9655929076,Marketing,Pune
E0090,David,Lee,David Lee,david.lee90@company.com,9110004954,Marketing,Bengaluru
E0091,Sneha,Gupta,Sneha Gupta,sneha.gupta91@company.com,9328140460,Operations,Bengaluru
E0092,Deepa,Joseph,Deepa Joseph,deepa.joseph92@company.com,9334470628,Operations,Mumbai
E0093,Rav,Kumar,Rav Kumar,ravi.kumar93@company.com,9456570476,Sales,Delhi
E0094,Arun,Roy,Arun Roy,arun.roy94@company.com,9860494104,Sales,Chennai
E0095,David,Iyer,David Iyer,david.iyer95@company.com,9847847000,Operations,Bengaluru
E0096,John,Rao,John Rao,john.rao96@company.com,9295615350,Marketing,Delhi
E0097,Anita,Gupta,Anita Gupta,anita.gupta97@company.com,9499388509,IT,Chennai
E0098,Arun,Lee,Arun Lee,arun.lee98@company.com,9125282124,Marketing,Pune
E0099,Vijay,Das,Vijay Das,vijay.das99@company.com,9550032055,Operations,Delhi
E0100,Sneha,Singh,Sneha Singh,sneha.singh100@company.com,9892162369,Finance,Mumbai
E0101,Kiran,Shah,Kiran Shah,kiran.shah101@company.com,9160956070,Marketing,Mumbai
E0102,Arun,Rao,Arun Rao,arun.rao102@company.com,9167954888,HR,Pune
E0103,Priya,Lee,Priya Lee,priya.lee103@company.com,9354446002,IT,Delhi
E0104,Arun,Shah,Arun Shah,arun.shah104@company.com,9851526664,Finance,Pune
E0105,Kiran,Roy,Kiran Roy,kiran.roy105@company.com,9965256549,HR,Bengaluru
E0106,Priya,Nair,Priya Nair,priya.nair106@corp.com,9410458954,HR,Delhi
E0107,Priya,Singh,Priya Singh,priya.singh107@company.com,9299981116,IT,Mumbai
E0108,John,Miller,John Miller,john.miller108@company.com,9402640878,IT,Hyderabad
E0109,Vijay,Lee,Vijay Lee,vijay.lee109@company.com,,,Mumbai
E0110,Rahul,Shah,Rahul Shah,rahul.shah110@company.com,9908479000,IT,Bengaluru
E0111,Ajay,Shah,Ajay Shah,ajay.shah111@company.com,9660434951,IT,Hyderabad
E0112,Ravi,Rao,Ravi Rao,ravi.rao112@company.com,9762361808,IT,Pune
E0113,Sara,Patel,Sara Patel,sara.patel113@company.com,9154881186,Finance,Delhi
E0114,Sara,Roy,Sara Roy,sara.roy114@company.com,9605809811,Finance,Chennai
E0115,Nisha,Patel,Nisha Patel,nisha.patel115@company.com,9721823874,Operations,Hyderabad
E0116,Ani,Verma,Ani Verma,anita.verma116@company.com,,,Bengaluru
E0117,David,Nair,David Nair,david.nair117@company.com,9299973258,Sales,Delhi
E0118,Sara,Nair,Sara Nair,sara.nair118@company.com,9173044551,Marketing,Pune
E0119,Arun,Das,Arun Das,arun.das119@company.com,9626108132,Operations,Chennai
E0120,Ravi,Miller,Ravi Miller,ravi.miller120@company.com,9920227462,,Delhi
E0121,Ravi,Joseph,Ravi Joseph,ravi.joseph121@corp.com,9307475909,IT,Mumbai
E0122,Ravi,Joseph,Ravi Joseph,ravi.joseph122@company.com,9242506554,Operations,Delhi
E0123,Rahul,Das,Rahul Das,rahul.das123@company.com,9610485143,HR,Delhi
E0124,Rahul,Miller,Rahul Miller,rahul.miller124@company.com,9707146107,IT,Hyderabad
E0125,Rahul,Lee,Rahul Lee,rahul.lee125@company.com,9560829393,Operations,Chennai
E0126,David,Miller,David Miller,david.miller126@company.com,9298035558,Marketing,Pune
E0127,John,Joseph,John Joseph,john.joseph127@company.com,9953992644,Finance,Bengaluru
E0128,Arun,Joseph,Arun Joseph,arun.joseph128@company.com,9370045359,Sales,Pune
E0129,Aja,Verma,Aja Verma,ajay.verma129@company.com,9929489769,Finance,Hyderabad
E0130,Deepa,Kumar,Deepa Kumar,deepa.kumar130@company.com,9555808996,Finance,Delhi
E0131,Nisha,Shah,Nisha Shah,nisha.shah131@company.com,9408312428,Operations,Bengaluru
E0132,Sara,Miller,Sara Miller,sara.miller132@company.com,9342409232,Sales,Pune
E0133,Rahul,Iyer,Rahul Iyer,rahul.iyer133@company.com,9976361149,HR,Hyderabad
E0134,Meena,Smith,Meena Smith,meena.smith134@company.com,9180708074,IT,Hyderabad
E0135,Sneha,Miller,Sneha Miller,sneha.miller135@company.com,9671007448,Sales,Bengaluru
E0136,Joh,Lee,Joh Lee,john.lee136@company.com,9285179046,Sales,Delhi
E0137,Ajay,Patel,Ajay Patel,ajay.patel137@company.com,9861188652,IT,Delhi
E0138,Rahul,Singh,Rahul Singh,rahul.singh138@corp.com,9197055424,Operations,Pune
E0139,Priya,Lee,Priya Lee,priya.lee139@company.com,9159107083,Sales,Bengaluru
E0140,Pri,Patel,Pri Patel,priya.patel140@company.com,9386826952,IT,Pune
E0141,David,Nair,David Nair,david.nair141@company.com,9610519976,Sales,Mumbai
E0142,David,Rao,David Rao,david.rao142@company.com,9362670270,HR,Pune
E0143,Priya,Nair,Priya Nair,priya.nair143@corp.com,9767217103,Marketing,Delhi
E0144,Sneha,Smith,Sneha Smith,sneha.smith144@company.com,9376185164,Finance,Chennai
E0145,Meena,Roy,Meena Roy,meena.roy145@company.com,9129163413,Marketing,Bengaluru
E0146,Sara,Singh,Sara Singh,sara.singh146@company.com,9266676054,IT,Delhi
E0147,Ravi,Kumar,Ravi Kumar,ravi.kumar147@company.com,9480281206,Marketing,Mumbai
E0148,Deepa,Singh,Deepa Singh,deepa.singh148@company.com,9309362652,HR,Pune
E0149,Vijay,Rao,Vijay Rao,vijay.rao149@company.com,9706221728,HR,Hyderabad
E0150,Sneha,Lee,Sneha Lee,sneha.lee150@company.com,9275622999,Operations,Hyderabad
E0151,Deepa,Verma,Deepa Verma,deepa.verma151@company.com,9532473483,Finance,Hyderabad
E0152,Vijay,Kumar,Vijay Kumar,vijay.kumar152@company.com,9592365701,IT,Mumbai
E0153,Meena,Shah,Meena Shah,meena.shah153@company.com,9141725668,HR,Pune
E0154,Deepa,Roy,Deepa Roy,deepa.roy154@company.com,9541173473,Sales,Delhi
E0155,Dee,Roy,Dee Roy,deepa.roy155@company.com,9964663382,HR,Delhi
E0156,Priya,Kumar,Priya Kumar,priya.kumar156@company.com,9160507333,IT,Bengaluru
E0157,John,Miller,John Miller,john.miller157@company.com,9622118758,IT,Pune
E0158,Meena,Lee,Meena Lee,meena.lee158@company.com,9573667771,Marketing,Chennai
E0159,Ajay,Kumar,Ajay Kumar,ajay.kumar159@company.com,9645147876,Marketing,Mumbai
E0160,Deepa,Kumar,Deepa Kumar,deepa.kumar160@company.com,9485550225,HR,Pune
E0161,Deepa,Miller,Deepa Miller,deepa.miller161@company.com,9715215035,IT,Chennai
E0162,Meena,Lee,Meena Lee,meena.lee162@corp.com,9866993364,,Chennai
E0163,Meena,Singh,Meena Singh,meena.singh163@company.com,9579990700,,Delhi
E0164,Mee,Shah,Mee Shah,meena.shah164@company.com,9297254730,HR,Delhi
E0165,Arun,Roy,Arun Roy,arun.roy165@company.com,9519111054,Operations,Delhi
E0166,Rahul,Kumar,Rahul Kumar,rahul.kumar166@company.com,9161995968,Finance,Mumbai
E0167,Arun,Verma,Arun Verma,arun.verma167@company.com,9676099438,Finance,Pune
E0168,Nisha,Verma,Nisha Verma,nisha.verma168@company.com,9152669488,Sales,Chennai
E0169,Arun,Gupta,Arun Gupta,arun.gupta169@company.com,9667428555,Sales,Chennai
E0170,Deepa,Das,Deepa Das,deepa.das170@company.com,9752266777,Marketing,Mumbai
E0171,Deepa,Patel,Deepa Patel,deepa.patel171@company.com,9379956487,Operations,Chennai
E0172,Aru,Roy,Aru Roy,arun.roy172@company.com,9543740967,HR,Mumbai
E0173,David,Joseph,David Joseph,david.joseph173@company.com,9794077652,Finance,Chennai
E0174,Arun,Lee,Arun Lee,arun.lee174@company.com,9250867600,IT,Bengaluru
E0175,Nisha,Smith,Nisha Smith,nisha.smith175@company.com,9925133200,Sales,Mumbai
E0176,Deepa,Kumar,Deepa Kumar,deepa.kumar176@company.com,9610955717,Sales,Mumbai
E0177,Sneha,Shah,Sneha Shah,sneha.shah177@company.com,9629917507,Operations,Hyderabad
E0178,David,Iyer,David Iyer,david.iyer178@company.com,9915047030,Finance,Mumbai
E0179,Meena,Verma,Meena Verma,meena.verma179@company.com,9743066389,Finance,Bengaluru
E0180,Sara,Miller,Sara Miller,sara.miller180@company.com,9904150465,Finance,Pune
E0181,Rahul,Patel,Rahul Patel,rahul.patel181@company.com,9642367000,Finance,Bengaluru
E0182,Rahul,Singh,Rahul Singh,rahul.singh182@company.com,9238033269,Operations,Delhi
E0183,John,Roy,John Roy,john.roy183@company.com,9674746015,Marketing,Mumbai
E0184,Nisha,Patel,Nisha Patel,nisha.patel184@company.com,9546333462,Finance,Hyderabad
E0185,Rahul,Kumar,Rahul Kumar,rahul.kumar185@company.com,9696666603,HR,Delhi
E0186,Deepa,Patel,Deepa Patel,deepa.patel186@company.com,9949549349,IT,Mumbai
E0187,Rahul,Shah,Rahul Shah,rahul.shah187@company.com,9221415316,Sales,Delhi
E0188,Sara,Singh,Sara Singh,sara.singh188@company.com,9191662637,Marketing,Chennai
E0189,Anita,Singh,Anita Singh,anita.singh189@company.com,9924828571,Finance,Mumbai
E0190,Priya,Patel,Priya Patel,priya.patel190@company.com,9165964514,IT,Pune
E0191,Rahul,Joseph,Rahul Joseph,rahul.joseph191@company.com,9514858845,Operations,Bengaluru
E0192,Deepa,Iyer,Deepa Iyer,deepa.iyer192@company.com,9337263067,Sales,Delhi
E0193,Sneha,Das,Sneha Das,sneha.das193@company.com,9267084105,Sales,Pune
E0194,Ajay,Verma,Ajay Verma,ajay.verma194@company.com,9416456852,Marketing,Mumbai
E0195,Nisha,Singh,Nisha Singh,nisha.singh195@company.com,9543867246,HR,Bengaluru
E0196,Deepa,Lee,Deepa Lee,deepa.lee196@company.com,9421126441,Finance,Hyderabad
E0197,Sneha,Roy,Sneha Roy,sneha.roy197@company.com,9896076063,IT,Mumbai
E0198,Mee,Gupta,Mee Gupta,meena.gupta198@company.com,9470222856,HR,Delhi
E0199,Priya,Smith,Priya Smith,priya.smith199@company.com,9417061644,Sales,Hyderabad
E0200,Sneha,Joseph,Sneha Joseph,sneha.joseph200@company.com,9151785147,HR,Chennai
E0201,Anita,Singh,Anita Singh,anita.singh201@company.com,9673879808,Marketing,Chennai
E0202,Ajay,Roy,Ajay Roy,ajay.roy202@company.com,9780288196,Sales,Pune
E0203,Ravi,Kumar,Ravi Kumar,ravi.kumar203@company.com,9861014226,,Delhi
E0204,Nisha,Verma,Nisha Verma,nisha.verma204@company.com,9800128758,Marketing,Chennai
E0205,Pri,Rao,Pri Rao,priya.rao205@company.com,9660631522,Operations,Chennai
E0206,Sar,Joseph,Sar Joseph,sara.joseph206@company.com,9746955257,Marketing,Pune
E0207,Nisha,Iyer,Nisha Iyer,nisha.iyer207@company.com,9919779373,Operations,Mumbai
E0208,Ravi,Nair,Ravi Nair,ravi.nair208@company.com,9565190626,Sales,Mumbai
E0209,Nisha,Das,Nisha Das,nisha.das209@company.com,9146228414,IT,Mumbai
E0210,Arun,Verma,Arun Verma,arun.verma210@company.com,9463492728,Sales,Chennai
E0211,John,Lee,John Lee,john.lee211@company.com,9285253838,Marketing,Delhi
E0212,Deepa,Gupta,Deepa Gupta,deepa.gupta212@company.com,9142987358,Operations,Pune
E0213,David,Smith,David Smith,david.smith213@company.com,9283798989,Finance,
E0214,Nisha,Shah,Nisha Shah,nisha.shah214@company.com,9379244800,Sales,Delhi
E0215,Sneha,Roy,Sneha Roy,sneha.roy215@company.com,9123991222,Marketing,Chennai
E0216,Deepa,Das,Deepa Das,deepa.das216@company.com,9391010858,HR,Chennai
E0217,Deepa,Das,Deepa Das,deepa.das217@corp.com,9856201778,,Hyderabad
E0218,Dee,Smith,Dee Smith,deepa.smith218@company.com,9736374030,,Pune
E0219,John,Gupta,John Gupta,john.gupta219@company.com,9913478510,Operations,Delhi
E0220,Sneha,Shah,Sneha Shah,sneha.shah220@company.com,9915311900,Marketing,Chennai
E0221,Meena,Das,Meena Das,meena.das221@company.com,9632263775,Finance,Delhi
E0222,Priya,Lee,Priya Lee,priya.lee222@company.com,9714071423,Finance,Hyderabad
E0223,Sara,Kumar,Sara Kumar,sara.kumar223@company.com,9476137783,Marketing,Mumbai
E0224,Meena,Miller,Meena Miller,meena.miller224@company.com,9490296761,Operations,Mumbai
E0225,Ravi,Miller,Ravi Miller,ravi.miller225@company.com,9784742400,Marketing,Delhi
E0226,Meena,Nair,Meena Nair,meena.nair226@company.com,9460469130,Finance,Delhi
E0227,Ajay,Kumar,Ajay Kumar,ajay.kumar227@company.com,9900081524,Finance,Chennai
E0228,Sneha,Kumar,Sneha Kumar,sneha.kumar228@company.com,9936506404,Operations,Bengaluru
E0229,Anita,Das,Anita Das,anita.das229@corp.com,9613306135,Finance,Bengaluru
E0230,Ajay,Singh,Ajay Singh,ajay.singh230@company.com,9163690823,Finance,Delhi
E0231,Rahul,Rao,Rahul Rao,rahul.rao231@company.com,9767966951,IT,Pune
E0232,Meena,Iyer,Meena Iyer,meena.iyer232@company.com,9925885846,Operations,Mumbai
E0233,Arun,Gupta,Arun Gupta,arun.gupta233@company.com,9786698339,HR,Chennai
E0234,Rahul,Gupta,Rahul Gupta,rahul.gupta234@company.com,9516257541,IT,Mumbai
E0235,Priya,Verma,Priya Verma,priya.verma235@company.com,9417372630,Finance,Mumbai
E0236,John,Joseph,John Joseph,john.joseph236@company.com,9783706196,IT,Mumbai
E0237,Arun,Joseph,Arun Joseph,arun.joseph237@company.com,9478053869,HR,Mumbai
E0238,John,Kumar,John Kumar,john.kumar238@company.com,9676371118,HR,Chennai
E0239,Deepa,Roy,Deepa Roy,deepa.roy239@company.com,9599740421,Finance,Bengaluru
E0240,Vijay,Smith,Vijay Smith,vijay.smith240@company.com,9609239299,HR,Delhi
E0241,Nisha,Kumar,Nisha Kumar,nisha.kumar241@company.com,9437314477,HR,Pune
E0242,Priya,Smith,Priya Smith,priya.smith242@company.com,9466671038,Marketing,Mumbai
E0243,Priya,Joseph,Priya Joseph,priya.joseph243@company.com,9394012400,Sales,Bengaluru
E0244,Arun,Kumar,Arun Kumar,arun.kumar244@company.com,9936634833,Operations,Mumbai
E0245,David,Roy,David Roy,david.roy245@company.com,9381722739,Finance,Hyderabad
E0246,Nisha,Kumar,Nisha Kumar,nisha.kumar246@company.com,9308274800,Finance,Mumbai
E0247,Rahul,Nair,Rahul Nair,rahul.nair247@company.com,9483937887,Marketing,Mumbai
E0248,John,Das,John Das,john.das248@corp.com,9737760068,HR,Mumbai
E0249,Vijay,Roy,Vijay Roy,vijay.roy249@company.com,9220405400,IT,Bengaluru
E0250,Sne,Das,Sne Das,sneha.das250@corp.com,9953884741,Operations,Hyderabad
